time_s,target_angle_deg,current_angle_deg,resistance_torque_Nm
6.68,68.14977902016778,67.37761512984193,0.8111704471589352
6.69,68.63285834825834,67.86339230755773,0.8194991887411486
6.7,69.11220577405484,68.34542815701086,0.8277478807427202
6.71,69.58774560304208,68.82364701661932,0.8358828267792042
6.72,70.05940274196847,69.29797382594968,0.843870972891918
6.73,70.52710271070403,69.7683341375755,0.8516800941972621
6.74,70.99077165400206,70.23465412883925,0.859278976825505
6.75,71.45033635316128,70.69686061351506,0.8666375941153593
6.76,71.9057242375883,71.15488105337145,0.8737272760632411
6.7700000000000005,72.35686339625724,71.60864356963135,0.8805208710645078
6.78,72.80368258906502,72.05807695432786,0.8869928990277035
6.79,73.24611125808153,72.50311068155476,0.8931196949919102
6.8,73.68407953869102,72.94367491860828,0.8988795424312372
6.8100000000000005,74.117518270625,73.37970053702043,0.9042527954890845
6.82,74.54635900888302,73.81111912348015,0.9092219894477362
6.83,74.97053403454134,74.2378629906424,0.9137719388056693
6.84,75.3899763654461,74.65986518782162,0.9178898224053825
6.8500000000000005,75.804619766791,75.07705951156994,0.9215652551281477
6.86,76.21439876157622,75.48938051613635,0.924790345748385
6.87,76.61924864094819,75.89676352380692,0.9275597406190448
6.88,77.01910547441786,76.2991446351235,0.9298706529398489
6.890000000000001,77.41390611995584,76.6964607389791,0.9317228774422036
6.9,77.80358823396352,77.08864952258949,0.9331187904074307
6.91,78.18809028111782,77.47564948133837,0.9340633350183236
6.92,78.56735154408815,77.85739992849456,0.9345639921273603
6.93,78.94131213312465,78.23384100480075,0.93463073660778
6.94,79.30991299551518,78.60491368793079,0.9342759795356419
6.95,79.67309592491051,78.97055980181533,0.9335144965315045
6.96,80.03080357051603,79.33072202583374,0.9323633426690017
6.97,80.38297944614786,79.68534390387077,0.9308417544339208
6.98,80.72956793915257,80.0343698532366,0.9289710392909759
6.99,81.07051431918946,80.37774517344934,0.9267744534858746
7.0,81.40576474687262,80.71541605487765,0.9242770687771348
7.01,81.73526628227324,81.04732958724333,0.9215056288550068
7.0200000000000005,82.05896689327923,81.37343376798124,0.9184883962634546
7.03,82.37681546381155,81.69367751045614,0.9152549906951215
7.04,82.68876180189639,82.00801065203508,0.911836219578206
7.05,82.99475664759066,82.31638396201335,0.9082639019180029
7.0600000000000005,83.29475168076114,82.61874914939395,0.9045706863941586
7.07,83.58869952871433,82.9150588705178,0.90078986474736
7.08,83.8765537736776,83.20526673654524,0.8969551815159176
7.09,84.15826896012865,83.48932732078586,0.8931006412034601
7.1000000000000005,84.43380060197387,83.76719616587721,0.8892603139735508
7.11,84.70310518957291,84.03882979080969,0.8854681409753973
7.12,84.96614019660949,84.30418569779778,0.8817577404069351
7.13,85.22286408680688,84.56322237899579,0.8781622154173648
7.140000000000001,85.47323632048672,84.81589932305707,0.8747139649407769
7.15,85.71721736097088,85.06217702153623,0.8714444985358416
7.16,85.9547686808248,85.30201697513282,0.8683842562837665
7.17,86.18585276794127,85.53538169977539,0.8655624347680066
7.18,86.41043313146416,85.76223473254566,0.8630068201246246
